year,region,sport,sport category,medal
1976,Ukraine,Rowing,Paddling Sports,
1980,Ukraine,Rowing,Paddling Sports,Silver
2012,Ukraine,Rowing,Paddling Sports,
2016,Ukraine,Rowing,Paddling Sports,
2012,Ukraine,Rowing,Paddling Sports,Gold
1956,Russia,Athletics,Multi-Discipline,
1960,Russia,Athletics,Multi-Discipline,
2012,Belarus,Athletics,Multi-Discipline,
1968,Russia,Rowing,Paddling Sports,
1994,Russia,Biathlon,Skiing Events,
1994,Russia,Biathlon,Skiing Events,Silver
1998,Russia,Biathlon,Skiing Events,
1998,Russia,Biathlon,Skiing Events,
1998,Russia,Biathlon,Skiing Events,Bronze
2006,Belarus,Biathlon,Skiing Events,
2006,Belarus,Biathlon,Skiing Events,
2004,Belarus,Athletics,Multi-Discipline,
2008,Belarus,Athletics,Multi-Discipline,
2012,Belarus,Football,Team Sports,
2008,Russia,Swimming,Aquatics,
2016,Russia,Swimming,Aquatics,
2012,Lithuania,Athletics,Multi-Discipline,
2008,Lithuania,Athletics,Multi-Discipline,
2012,Lithuania,Athletics,Multi-Discipline,
2016,Lithuania,Athletics,Multi-Discipline,
2012,Ukraine,Judo,Combat Sports,
2006,Latvia,Bobsleigh,Sliding,
2006,Latvia,Bobsleigh,Sliding,
2010,Latvia,Bobsleigh,Sliding,
2014,Latvia,Bobsleigh,Sliding,
2014,Latvia,Bobsleigh,Sliding,Silver
1972,Russia,Water Polo,Team Sports,Gold
1976,Russia,Water Polo,Team Sports,
2000,Russia,Gymnastics,Gymnastics,
2000,Russia,Gymnastics,Gymnastics,Bronze
2000,Russia,Gymnastics,Gymnastics,
1992,Lithuania,Figure Skating,Skating,
1994,Lithuania,Figure Skating,Skating,
1998,Lithuania,Figure Skating,Skating,
2002,Lithuania,Figure Skating,Skating,
2006,Lithuania,Figure Skating,Skating,
1952,Russia,Swimming,Aquatics,
1952,Russia,Swimming,Aquatics,
2014,Russia,Curling,Skating,
1984,Russia,Ice Hockey,Skating,Gold
2008,Russia,Athletics,Multi-Discipline,
2014,Russia,Curling,Skating,
